ID,Ws,WD_cos,WD_sin,temp,SurfPressure,ln(conc)
1503,8.27,-0.493941867,-0.86949493,275,800,1.04E+01
1504,8.28,-0.342020143,-0.939692621,274.8,801,9.74E+00
1505,1.66,0.47715876,-0.878817113,272.8,801,9.39E+00
1506,3.21,-0.987688341,0.156434465,270.6,802,1.30E+01
1507,4.16,0.36162457,-0.932323801,267.7,802,1.03E+01
1508,2.28,0.071497444,-0.997440783,266.9,804,1.02E+01
1509,7.23,0.374606593,-0.927183855,264.4,803,1.22E+01
1510,8.84,0.374606593,-0.927183855,263.5,803,1.39E+01
1511,9.11,0.432085749,-0.901832526,262.9,802,3.49E+00
1512,9.97,0.464842046,-0.885393626,262.4,802,4.18E+00
1513,11.14,0.455544907,-0.890212805,261.3,802,-2.91E+00
1514,10.54,0.471011881,-0.882126866,260.7,801,-5.79E+00
1515,10.4,0.510542918,-0.859852272,260.3,801,-1.39E+01
1516,13.47,0.537299608,-0.843391446,260.5,801,-1.91E+01
1517,14.62,0.544639035,-0.838670568,260.2,800,-3.31E+01
1518,15.08,0.567843745,-0.823136369,260,800,0.00E+00
1519,15.27,0.594822787,-0.803856861,259.9,800,0.00E+00
1520,13.12,0.584957675,-0.811063819,260.4,801,0.00E+00
1521,13.13,0.566406237,-0.824126189,261.1,801,0.00E+00
1522,13.79,0.55048074,-0.834847863,261.8,801,-3.35E+01
1523,14.59,0.547563223,-0.836764313,262.5,801,0.00E+00
1524,14.75,0.547563223,-0.836764313,263.1,801,0.00E+00
1525,14.86,0.587785252,-0.809016994,263.4,801,0.00E+00
1526,14.57,0.596224875,-0.802817475,263.5,802,-2.27E+01
1527,13.89,0.577857624,-0.81613759,263.3,802,0.00E+00
1528,13.64,0.593418887,-0.804893797,263.4,802,0.00E+00
1529,12.65,0.569279523,-0.822144041,263.2,804,0.00E+00
1530,11.21,0.593418887,-0.804893797,263.7,805,0.00E+00
1531,6.35,0.518027009,-0.85536426,263.5,806,0.00E+00
1532,7.99,0.54170821,-0.840566603,263.2,806,0.00E+00
1533,6.78,0.600420225,-0.799684658,262.8,806,0.00E+00
1534,6.95,0.566406237,-0.824126189,262.8,807,0.00E+00
1535,7.9,0.67815967,-0.734914595,263.3,806,-1.81E+01
1536,5.98,0.63742399,-0.770513243,263.4,807,-1.10E+01
1537,4.91,0.634730513,-0.772733573,263.3,808,-8.96E+00
1538,8.96,0.74779809,-0.663926213,263.4,807,-2.26E+01
1539,9.87,0.769399555,-0.638767818,263,808,0.00E+00
1540,8.42,0.727772758,-0.685818353,262.4,810,-8.24E+00
1541,7.73,0.777145961,-0.629320391,262.3,810,-1.01E+01
1542,9.02,0.799684658,-0.600420225,262,810,-5.22E+00
1543,8.47,0.778243149,-0.627963058,261.7,811,-3.87E+00
1544,8.01,0.738455341,-0.674302388,261.5,812,-8.68E+00
1545,8.03,0.786935022,-0.617035875,262.4,813,-7.53E+00
1546,7.69,0.830012285,-0.557745109,263.5,814,-8.88E+00
1547,7.98,0.837718717,-0.546101961,264.1,815,-8.72E+00
1548,7.9,0.81613759,-0.577857624,264.7,815,-2.71E+01
1549,7.42,0.801775644,-0.597625147,265.1,816,-1.28E+01
1550,7.4,0.800731371,-0.599023599,265.1,816,-2.49E+01
1551,6.66,0.766044443,-0.64278761,264.9,816,0.00E+00
1552,5.73,0.695912797,-0.718126298,264.5,817,0.00E+00
1553,2.36,0.154710386,-0.987959866,265.2,816,0.00E+00
1554,3.66,-0.667832555,-0.744311546,261.2,817,0.00E+00
1555,3.73,-0.799684658,-0.600420225,261.3,817,0.00E+00
1556,3.74,-0.48480962,-0.874619707,261.5,817,0.00E+00
1557,3.65,-0.294040325,-0.955793015,261.2,816,0.00E+00
1558,3.75,-0.62114778,-0.783693457,261.5,816,0.00E+00
1559,3.83,-0.546101961,-0.837718717,261.7,816,0.00E+00
1560,3.82,-0.495458668,-0.868631514,261.3,817,-5.71E+00
1561,3.73,-0.422618262,-0.906307787,261,816,1.12E+00
1562,3.84,-0.282341457,-0.959313975,261.4,816,-7.74E+00
1563,3.5,-0.475624209,-0.879648573,261,815,-1.06E+01
1564,3.47,-0.523985906,-0.851726934,261,816,-4.97E+00
1565,3.9,0.092370587,-0.995724698,261.7,815,-1.37E+01
1566,4.19,0.322265695,-0.94664926,263.4,815,0.00E+00
1567,4.78,0.395545503,-0.918446381,265.1,815,-1.23E+01
1568,5.13,0.438371147,-0.898794046,267.3,816,-2.11E+01
1569,5.53,0.409923034,-0.912120116,268.2,816,-2.11E+01
1570,5.19,0.433659085,-0.901077021,268.8,815,-7.33E+00
1571,3.91,0.463296035,-0.886203579,269.5,815,-4.06E+00
1572,3.43,0.430511097,-0.902585284,270.1,816,-3.38E+00
1573,3.24,0.369746757,-0.929132572,270.5,816,-4.56E+00
1574,3.2,0.323917418,-0.946085359,270.7,815,-7.26E+00
1575,3.51,0.139173101,-0.990268069,270.6,815,-5.29E+00
1576,3.74,-0.104528463,-0.994521895,270.1,815,-2.94E+00
1577,1.88,-0.670426619,-0.741975841,269.3,814,-1.53E+01
1578,4.1,-0.231747903,-0.972775878,266.1,813,-1.73E+01
1579,4.24,-0.159881188,-0.987136265,267.1,814,-7.92E+00
1580,4.53,-0.243615012,-0.969872015,267.9,813,-2.14E+00
1581,5.14,-0.297374874,-0.9547608,268,812,3.29E-01
1582,5.35,-0.403545296,-0.914959668,268.1,813,2.98E+00
1583,5.11,-0.230049737,-0.973178873,268.3,813,7.23E+00
1584,4.5,-0.250380004,-0.96814764,267.8,813,1.06E+01
1585,4.39,-0.390731128,-0.920504853,267.5,812,7.52E+00
1586,4.39,-0.16848938,-0.985703469,268.4,812,5.88E+00
1587,4.17,-0.260504509,-0.965472631,268.5,812,6.42E+00
1588,3.6,-0.416280792,-0.909236109,268.7,812,9.36E+00
1589,3.77,-0.424199423,-0.905568799,268.1,811,4.78E+00
1590,5.1,-0.071497444,-0.997440783,269.4,810,5.50E+00
1591,5.94,-0.092370587,-0.995724698,270.8,811,7.52E+00
1592,6.18,-0.121869343,-0.992546152,272.5,812,6.30E+00
1593,5.89,-0.121869343,-0.992546152,273.6,811,5.16E+00
1594,5.97,-0.102792537,-0.994702817,274.5,811,5.04E+00
1595,5.21,-0.038387809,-0.999262916,275.1,811,4.72E+00
1596,4.97,0.026176948,-0.999657325,275.3,811,4.62E+00
1597,4.28,0.052335956,-0.998629535,275.5,811,4.34E+00
1598,3.81,0.054078813,-0.99853667,276,810,4.18E+00
1599,3.07,-0.125333234,-0.992114701,275.8,810,3.42E+00
1600,2.91,-0.299040792,-0.954240329,275.3,810,3.53E+00
1601,2.32,-0.999876632,-0.015707317,274.4,807,3.50E+00
1602,4.4,-0.475624209,-0.879648573,272.1,807,4.00E+00
1603,6.14,-0.594822787,-0.803856861,273.6,807,3.49E+00
1604,6,-0.529919264,-0.848048096,273.6,807,5.36E+00
1605,6.06,-0.085416923,-0.996345296,272.8,807,9.90E+00
1606,5.54,0.133986185,-0.9909832,271.6,806,1.07E+01
1607,5.78,0.258819045,-0.965925826,272,807,1.19E+01
1608,4.73,0.3007058,-0.953716951,271.1,807,9.43E+00
1609,4.91,0.195946144,-0.980614659,270.9,806,3.15E+00
1610,5.17,0.257132793,-0.966376079,270.7,806,2.75E+00
1611,4.54,0.231747903,-0.972775878,270.6,807,7.93E+00
1612,4.86,0.069756474,-0.99756405,270.7,807,3.55E+00
1613,5.08,-0.109734311,-0.993960955,270.6,806,4.43E+00
1614,5.93,0.073238197,-0.997314477,270.3,806,-1.86E-01
1615,6.3,0.185666615,-0.982612797,270.8,807,-2.15E+00
1616,7.01,0.348572047,-0.937281989,272.6,807,-4.51E+00
1617,6.3,0.267238376,-0.963630453,273.3,807,-2.34E+00
1618,7.14,0.146083029,-0.989272333,274.1,807,-1.66E+00
1619,7.14,-0.09931975,-0.99505557,274.9,807,-2.05E+00
1620,6.2,0.026176948,-0.999657325,275.3,807,-4.51E-01
1621,6.08,0.135715572,-0.99074784,275.9,807,-3.75E+00
1622,5.12,-0.033155178,-0.999450216,275.7,807,-4.41E+00
1623,4.64,0.078459096,-0.996917334,275.9,807,-5.73E+00
1624,3.42,0.106264071,-0.994337944,275.5,807,-5.41E+00
1625,4.07,-0.253757945,-0.967267753,275.5,805,-5.16E+00
1626,4.53,0.189095443,-0.981958713,274.8,805,2.12E+00
1627,3.89,0.265556117,-0.964095404,273.1,805,1.15E+01
1628,4.62,0.75011107,-0.661311865,272.2,805,1.40E+01
1629,3.86,0.660001668,-0.751264134,271.2,805,1.34E+01
1630,4.26,-0.029666244,-0.99955986,271.3,805,1.27E+01
1631,4.88,-0.001745328,-0.999998477,271.8,804,8.56E+00
1632,4.96,-0.128795597,-0.991671162,271.8,805,1.03E+01
1633,6.09,0.211324796,-0.977415894,271.3,805,1.29E+00
1634,8.58,0.615661475,-0.788010754,269.5,805,-2.36E+00
1635,6.84,0.385906042,-0.922538089,268.5,806,-1.44E+00
1636,6.37,0.211324796,-0.977415894,267.2,806,-3.58E+00
1637,7.74,0.130526192,-0.991444861,266.3,805,-7.50E+00
1638,8.95,0.3007058,-0.953716951,266,805,-1.28E+01
1639,10,0.368124553,-0.929776486,265.8,805,-7.65E+00
1640,9.74,0.425779292,-0.904827052,265.8,806,3.67E+00
1641,10.08,0.35836795,-0.933580426,266.1,807,2.36E+00
1642,9.13,0.40833046,-0.912834177,265.9,807,-2.90E+00
1643,8.55,0.49848774,-0.866896749,266.4,808,-3.21E+01
1644,9.2,0.601815023,-0.79863551,267.3,809,-7.66E+00
1645,9.09,0.68199836,-0.731353702,267.9,809,-2.30E+01
1646,9.67,0.76266833,-0.64678978,268.1,810,0.00E+00
1647,9.51,0.785856893,-0.618408395,268.2,811,-3.66E+01
1648,8.97,0.770513243,-0.63742399,267.9,812,0.00E+00
1649,1.67,0.447759088,-0.894154237,266.6,813,0.00E+00
1650,3.66,-0.885393626,-0.464842046,261.7,813,0.00E+00
1651,2.04,-0.06104854,-0.998134798,260.5,814,0.00E+00
1652,2.32,0.00698126,-0.999975631,259.8,815,0.00E+00
1653,5.97,0.547563223,-0.836764313,262.8,814,0.00E+00
1654,5.99,0.573576436,-0.819152044,262.6,815,0.00E+00
1655,6.34,0.634730513,-0.772733573,262.6,815,0.00E+00
1656,4.53,0.64412363,-0.764921401,261.6,816,0.00E+00
1657,3.99,0.364876784,-0.931055816,260,816,0.00E+00
1658,3.02,0.109734311,-0.993960955,258.7,816,0.00E+00
1659,2.88,-0.034899497,-0.999390827,258.8,816,0.00E+00
1660,3.91,0.430511097,-0.902585284,259.8,817,-1.23E+01
1661,4.12,0.376224263,-0.926528631,260.3,818,-1.20E+01
1662,4.11,0.292371705,-0.956304756,260.6,818,-2.91E+01
1663,3.64,0.458649554,-0.888617233,263.6,819,-8.72E+00
1664,4.11,0.859852272,-0.510542918,267.7,819,-4.05E+00
1665,3.33,0.966823389,-0.255445758,269.7,820,-8.05E+00
1666,2.13,0.985407898,0.170209499,271.1,820,-2.39E+01
1667,2.36,0.893371388,0.449318999,272.3,820,-2.35E+01
1668,2.62,0.823136369,0.567843745,273.3,820,-1.14E+01
1669,2.65,0.743144825,0.669130606,273.8,821,-8.89E+00
1670,2.07,0.739631095,0.673012514,273.9,821,-5.82E+00
1671,1.24,0.884580975,0.46638664,273.9,821,-7.31E+00
1672,0.75,0.921185406,0.38912395,273.8,822,-2.32E+01
1673,1.6,-0.596224875,0.802817475,272,820,-2.25E+01
1674,3.86,-0.33873792,-0.940880769,267.8,820,-2.30E+01
1675,4.21,-0.15126082,-0.988493887,268,821,-2.44E+01
1676,4.2,-0.04884977,-0.998806137,267.6,821,-4.53E+00
1677,4.47,-0.163325962,-0.986572162,268.5,820,-2.31E+00
1678,4.38,-0.278991106,-0.960293686,267.6,820,-2.02E+00
1679,4.34,-0.29570805,-0.955278362,267.3,820,5.13E+00
1680,4.53,-0.353474844,-0.935444031,267.6,820,1.05E+01
1681,4.52,-0.246999013,-0.969015731,267.5,820,1.20E+01
1682,4.4,-0.330514393,-0.943800952,267.3,819,9.53E+00
1683,4.24,-0.320612991,-0.947210278,267.1,819,8.39E+00
1684,3.81,-0.405141587,-0.914253955,267.7,820,1.41E+01
1685,3.64,-0.359996808,-0.932953535,268.3,819,1.40E+01
1686,4.25,-0.366501227,-0.930417568,266.9,819,1.29E+01
1687,3.72,-0.332161132,-0.943222658,267.9,819,1.01E+01
1688,2.39,-0.444635179,-0.89571176,270.9,820,1.10E+01
1689,1.02,-0.953190668,-0.302369891,272.8,820,7.85E+00
1690,0.97,-0.912120116,0.409923034,273.6,819,5.24E+00
1691,1.66,-0.997052752,0.076719028,274.3,819,5.02E+00
1692,1.19,-0.954240329,0.299040792,274.8,820,4.89E+00
1693,1.63,-0.977783237,-0.209618563,275.1,819,6.30E+00
1694,1.74,-0.745476,-0.66653247,275,819,3.89E+00
1695,1.31,-0.670426619,-0.741975841,274.9,818,2.12E+00
1696,0.83,-0.58212297,-0.813100761,274.7,819,2.63E+00
1697,1.84,0.433659085,0.901077021,272.7,819,2.03E+00
1698,1.53,0.113203214,0.993571856,268.7,820,1.91E+00
1699,2.32,-0.273959219,-0.96174131,267.6,820,2.03E+00
1700,3.96,-0.390731128,-0.920504853,267.8,820,1.74E+00
1701,4.1,-0.337095258,-0.941470545,267.9,820,1.53E+00
1702,4.22,-0.280666709,-0.959805292,267.8,820,1.63E+00
1703,4.27,-0.305695305,-0.952129393,267.7,820,1.92E+00
1704,4.25,-0.280666709,-0.959805292,267.6,820,1.46E+00
1705,4.35,-0.3007058,-0.953716951,267.6,820,1.02E+00
1706,4.47,-0.328866647,-0.94437637,267.6,819,9.12E-01
1707,4.45,-0.290702194,-0.956813584,267.5,819,3.92E-02
1708,4.33,-0.28736052,-0.957822495,267.2,820,-1.23E+00
1709,4.6,-0.395545503,-0.918446381,267.4,820,5.02E+00
1710,4.69,-0.455544907,-0.890212805,267.6,820,1.09E+01
1711,4.55,-0.537299608,-0.843391446,269.3,820,1.28E+01
1712,4.08,-0.58212297,-0.813100761,272.2,820,1.12E+01
1713,4.18,-0.584957675,-0.811063819,274,820,7.40E+00
1714,3.36,-0.6142852,-0.789084085,275.6,819,7.83E+00
1715,3.28,-0.687087511,-0.726574671,276.5,819,1.11E+01
1716,3.13,-0.745476,-0.66653247,277,819,8.91E+00
1717,2.9,-0.740804596,-0.671720589,277.3,819,6.74E+00
1718,2.73,-0.725374371,-0.688354576,277.3,818,9.90E+00
1719,2.4,-0.71447268,-0.699663341,277.2,818,1.02E+01
1720,2.53,-0.667832555,-0.744311546,276.8,818,6.53E+00
1721,3.78,-0.557745109,-0.830012285,274.9,817,9.52E+00
1722,4.96,-0.433659085,-0.901077021,271.7,816,1.02E+01
1723,5.07,-0.422618262,-0.906307787,271.8,816,7.58E+00
1724,5.14,-0.438371147,-0.898794046,272.1,816,5.89E+00
1725,5.17,-0.458649554,-0.888617233,272.2,816,4.66E+00
1726,5.35,-0.53139858,-0.847121921,272.4,815,4.38E+00
1727,5.44,-0.516533329,-0.856267085,272.6,815,4.02E+00
1728,5.43,-0.503019947,-0.864274802,272.8,815,2.72E+00
1729,5.54,-0.49242356,-0.870355696,273,814,2.82E+00
1730,5.57,-0.46638664,-0.884580975,273.3,814,3.00E+00
1731,5.56,-0.409923034,-0.912120116,273.2,814,6.06E+00
1732,5.45,-0.369746757,-0.929132572,273,814,1.17E+01
1733,5.5,-0.322265695,-0.94664926,273.3,813,1.31E+01
1734,5.35,-0.325568154,-0.945518576,273.3,813,1.30E+01
1735,4.92,-0.33545157,-0.942057453,274.9,813,1.40E+01
1736,3.52,-0.356737999,-0.934204474,277.8,813,1.33E+01
1737,2.29,-0.350207381,-0.936672189,279.8,813,5.88E+00
1738,1.95,-0.299040792,-0.954240329,281.2,812,3.28E+00
1739,2.66,-0.202787295,-0.979222811,282.1,812,4.08E+00
1740,3.05,-0.282341457,-0.959313975,282.5,812,3.69E+00
1741,2.51,-0.444635179,-0.89571176,282.8,811,3.48E+00
1742,2.32,-0.661311865,-0.75011107,283,811,2.97E+00
1743,2.28,-0.925209718,-0.37945616,283,810,2.82E+00
1744,1.99,-0.981627183,-0.190808995,282.4,810,8.07E+00
1745,1.97,-0.948876012,0.315649037,280.3,808,8.28E+00
1746,0.45,0.15126082,0.988493887,276.9,808,7.49E+00
1747,2.81,0.273959219,-0.96174131,276,808,8.99E+00
1748,3.12,0.034899497,-0.999390827,275.8,807,8.47E+00
1749,1.59,0.53139858,-0.847121921,275.6,807,7.01E+00
1750,3.15,0.149535343,-0.988756381,274.9,806,5.99E+00
1751,3.15,0.06279052,-0.998026728,275,806,4.86E+00
1752,3.29,-0.33873792,-0.940880769,275.8,806,2.88E+00
1753,1.44,0.116670737,-0.99317065,276.7,805,2.55E-01
1754,1.74,0.052335956,-0.998629535,275.8,805,1.27E+00
1755,4.28,-0.567843745,-0.823136369,276.3,804,1.99E+00
1756,6.49,-0.843391446,-0.537299608,279.5,805,1.62E+00
1757,5.47,-0.788010754,-0.615661475,277.5,804,1.16E+00
1758,3.97,-0.382683432,-0.923879533,275.4,803,6.47E-01
1759,4.35,-0.745476,-0.66653247,277.9,803,-6.00E-01
1760,3.27,-0.964557418,0.26387305,280.3,804,-8.14E-01
1761,3.76,-0.952129393,-0.305695305,281.7,803,-1.84E+00
1762,4.91,-0.941470545,-0.337095258,282.1,803,-2.97E+00
1763,4.78,-0.732542899,-0.680720869,281.7,803,-3.56E+00
1764,3.44,-0.924546034,-0.381070376,281.7,803,-3.00E-01
1765,4.32,-0.856267085,-0.516533329,281.8,803,-3.19E+00
1766,4.02,-0.904827052,-0.425779292,281.5,803,7.69E+00
1767,2.82,-0.994521895,0.104528463,279.2,803,1.34E+01
1768,1.18,-0.886203579,-0.463296035,278.1,803,1.04E+01
1769,0.74,-0.547563223,0.836764313,277.6,804,8.10E+00
1770,2.93,-0.02094242,0.999780683,275.3,803,7.72E+00
1771,2.88,-0.05059294,0.998719357,274.6,803,5.63E+00
1772,2.43,0.095845753,0.995396198,273.4,804,2.48E+00
1773,2.07,-0.088894297,0.996041065,272.9,803,-1.53E+00
1774,1.98,0.238533458,0.97113428,272.4,802,4.07E+00
1775,2.62,-0.120136839,0.992757342,271.8,802,-1.51E+00
1776,2.62,0.173648178,0.984807753,270.5,803,1.06E+00
1777,1.72,0.705871571,0.708339838,269.6,802,5.31E+00
1778,1.43,0.969015731,0.246999013,269.5,802,4.42E+00
1779,1.4,0.929132572,0.369746757,269.6,802,2.38E+00
1780,2.5,0.957822495,0.28736052,269.6,802,-5.69E+00
1781,4.5,0.89648643,0.443071191,269,801,-1.36E+01
1782,3.16,0.387515586,0.921863152,267.3,801,-2.72E+01
1783,0.96,-0.125333234,0.992114701,265.8,802,-3.17E+01
1784,0.57,-0.788010754,0.615661475,266.4,803,-2.92E+01
1785,0.83,-0.802817475,-0.596224875,268.8,802,-3.54E+01
1786,0.28,-0.744311546,-0.667832555,270.7,802,-2.97E+01
1787,0.82,-0.346935652,0.937888935,271.4,803,-2.47E+01
1788,1.14,-0.94664926,0.322265695,271.3,803,-2.58E+01
1789,3.48,-0.102792537,-0.994702817,272.5,803,0.00E+00
1790,2.93,-0.104528463,-0.994521895,271.8,804,-2.96E+01
1791,3.48,0.012217001,-0.99992537,271.8,804,-2.24E+01
1792,2.08,0.277314653,-0.960779154,271.9,805,-1.87E+01
1793,1.16,0.36325123,-0.931691228,271.1,805,-1.30E+01
1794,1.66,-0.87630668,0.481753674,268,805,-9.13E+00
1795,2.39,-0.978867389,0.204496052,266.9,806,-2.53E+00
1796,1.91,-0.951056516,-0.309016994,268.9,806,-3.60E+00
1797,3.31,-0.192521967,-0.981292664,269.3,807,2.59E+00
1798,4.58,0.081938509,-0.996637387,268.3,807,9.42E+00
1799,4.72,0.170209499,-0.985407898,268.8,807,9.29E+00
1800,4.51,0.095845753,-0.995396198,268.6,808,1.01E+01
1801,5.07,0.33873792,-0.940880769,269.3,808,7.73E+00
1802,4.74,0.139173101,-0.990268069,268.4,808,6.52E+00
1803,4.64,0.219846204,-0.975534544,268.5,808,6.62E+00
1804,4.49,-0.029666244,-0.99955986,267.8,808,1.19E+01
1805,4.16,0.036643709,-0.999328394,266.4,808,1.27E+01
1806,3.94,-0.159881188,-0.987136265,265.2,808,1.16E+01
1807,3.14,-0.231747903,-0.972775878,268.9,808,2.73E+00
1808,2.24,-0.597625147,-0.801775644,274,809,-8.92E-01
1809,3.62,-0.745476,-0.66653247,275.2,809,-3.08E+00
1810,4.42,-0.768283524,-0.640109699,275.4,808,3.85E-01
1811,4.04,-0.942641491,-0.333806859,276,808,-3.10E+00
1812,3.97,-0.97236992,-0.233445364,275.9,808,-1.44E+00
1813,3.99,-0.966823389,-0.255445758,276.5,808,2.17E+00
1814,4.16,-0.989776231,-0.142628934,276.4,807,1.33E+01
1815,3.2,-0.996041065,-0.088894297,276.2,806,1.32E+01
1816,2.08,-0.959313975,-0.282341457,275.9,806,1.06E+01
1817,2.45,-0.683273774,-0.730162277,274.8,807,9.50E+00
1818,3.71,-0.421035813,-0.907044014,270.6,807,7.19E+00
1819,4.15,-0.560638995,-0.828060335,271.3,807,6.21E+00
1820,4.07,-0.441505853,-0.89725837,271,807,5.00E+00
1821,4.13,-0.284015345,-0.958819735,270.9,807,4.42E+00
1822,4.26,-0.583541211,-0.812083527,272.7,807,2.90E+00
1823,4.98,-0.669130606,-0.743144825,273.4,807,1.03E+00
1824,5.05,-0.53139858,-0.847121921,273.3,807,-4.88E-01
1825,4.51,-0.452434709,-0.89179753,273.6,807,1.08E+00
1826,4.39,-0.116670737,-0.99317065,272.4,806,2.73E+00
1827,4.39,-0.255445758,-0.966823389,272.7,806,1.84E+00
1828,4.16,-0.43993917,-0.898027576,273.2,806,1.62E+00
1829,3.87,-0.278991106,-0.960293686,273.1,805,1.24E+01
1830,3.76,-0.113203214,-0.993571856,273.4,805,1.32E+01
1831,1.3,-0.758134336,-0.652098404,274.1,805,1.40E+01
1832,0.99,0.414693243,-0.909961271,276.3,805,6.61E+00
1833,1.38,0.038387809,-0.999262916,276.5,804,1.10E+01
1834,1.84,0.758134336,0.652098404,276.8,804,1.29E+01
1835,2.46,0.255445758,0.966823389,276.1,804,6.95E+00
1836,2.58,0.519519112,0.85445883,275.1,804,8.98E+00
1837,3.88,0.996041065,-0.088894297,275,804,5.67E+00
1838,4.39,0.975534544,-0.219846204,274,803,4.64E+00
1839,4.53,0.980271175,-0.19765734,273.4,803,4.12E+00
1840,4.14,0.99317065,-0.116670737,273,804,3.81E+00
1841,2.11,0.958322574,0.285688367,270.6,806,3.58E+00
1842,2.59,0.990509463,-0.137444546,269.4,806,2.90E+00
1843,2.42,0.818149717,-0.575005252,268.5,807,1.36E+00
1844,3.86,0.79863551,-0.601815023,267.6,807,7.84E-01
1845,4.39,0.792289643,-0.610145164,267.8,807,2.42E+00
1846,2.18,0.877146164,-0.480223497,267.4,807,1.65E+00
1847,0.4,-0.653420604,-0.756995056,266.3,807,-2.02E+00
1848,4.15,0.801775644,-0.597625147,265.9,808,-1.41E+00
1849,2.98,0.777145961,-0.629320391,265.5,808,8.06E-01
1850,2.89,0.942057453,-0.33545157,265.7,808,2.04E+00
1851,2.15,-0.771624583,0.63607822,265.3,809,4.42E+00
1852,2.25,-0.976672278,0.214735327,262.3,809,9.71E+00
1853,3.28,-0.75470958,-0.656059029,262.7,809,8.76E+00
1854,2.55,-0.525471651,-0.850811109,262.2,809,1.74E+00
1855,0.97,-0.120136839,-0.992757342,266,810,-4.37E+00
1856,3.74,0.759271307,-0.650774217,267.9,810,-5.75E+00
1857,4.74,0.769399555,-0.638767818,268.9,811,-6.21E+00
1858,5.19,0.744311546,-0.667832555,269.9,811,-6.60E+00
1859,3.81,0.788010754,-0.615661475,270.4,811,-9.44E+00
1860,4.52,0.713250449,-0.700909264,270.6,811,-9.76E+00
1861,4.86,0.699663341,-0.71447268,270.8,811,-1.06E+01
1862,3.99,0.744311546,-0.667832555,270.9,811,-1.59E+01
1863,3.93,0.698415285,-0.715692734,271,811,-1.85E+01
1864,3.62,0.660001668,-0.751264134,270.7,811,-2.39E+01
1865,1.77,0.158158067,-0.987413807,269.5,811,-2.03E+01
1866,3.43,-0.092370587,-0.995724698,266.6,811,-2.08E+01
1867,4.7,0.377840787,-0.925870585,266.5,811,-2.27E+01
1868,4.22,0.299040792,-0.954240329,265.9,811,-2.19E+01
1869,4.42,0.297374874,-0.9547608,265.4,811,-1.68E+01
1870,4.14,0.140901232,-0.990023658,264.7,811,-1.77E+01
1871,4.06,-0.130526192,-0.991444861,263.9,811,-1.48E+01
1872,4.06,-0.158158067,-0.987413807,263.9,811,-1.34E+01
1873,4.58,0.107999356,-0.994150964,266.5,811,-6.42E+00
1874,4.78,0.209618563,-0.977783237,267.2,810,5.64E+00
1875,6.09,0.068015291,-0.997684279,268,810,5.67E+00
1876,5.67,-0.019197442,-0.999815712,268,810,6.12E+00
1877,5.45,0.00698126,-0.999975631,267.8,810,7.37E+00
1878,5.11,0.071497444,-0.997440783,267.2,810,6.70E+00
1879,5.07,0.127064609,-0.991894443,268.2,810,9.37E+00
1880,6.09,0.209618563,-0.977783237,269.2,810,1.34E+01
1881,7.34,0.156434465,-0.987688341,269.9,810,5.40E+00
1882,7.95,0.252069358,-0.96770917,270.2,810,4.00E+00
1883,7.97,0.290702194,-0.956813584,270.6,810,2.80E+00
1884,7.85,0.377840787,-0.925870585,271,810,1.37E+00
1885,7.23,0.452434709,-0.89179753,271.3,810,2.23E-01
1886,6.17,0.43993917,-0.898027576,271.5,810,-5.44E+00
1887,5.03,0.353474844,-0.935444031,271.4,810,-7.78E+00
1888,4.69,0.290702194,-0.956813584,271.1,811,-7.60E+00
1889,1.69,-0.156434465,-0.987688341,271,810,-9.93E+00
1890,3.37,-0.941470545,-0.337095258,266,811,-8.83E+00
1891,4,-0.728968627,-0.684547106,266,811,-5.52E+00
1892,4.05,0.001745328,-0.999998477,265.9,811,-7.04E+00
1893,4.03,-0.06104854,-0.998134798,265.7,811,-6.72E+00
1894,4.21,0.272280247,-0.962217994,266.7,811,-7.06E+00
1895,4.25,0.41310443,-0.910683661,267,811,-1.86E+01
1896,3.96,0.318959309,-0.94776841,265.7,812,0.00E+00
1897,4.22,-0.41310443,-0.910683661,267.2,812,-6.39E+00
1898,3.96,-0.599023599,-0.800731371,265.4,812,4.86E+00
1899,3.96,-0.725374371,-0.688354576,265.4,812,8.73E+00
1900,4.12,-0.656059029,-0.75470958,266,812,1.28E+01
1901,4.68,-0.432085749,-0.901832526,267.2,812,1.38E+01
1902,4.49,-0.369746757,-0.929132572,267,812,1.41E+01
1903,3.99,-0.297374874,-0.9547608,269.1,812,1.35E+01
1904,3.2,-0.078459096,-0.996917334,271.7,813,1.22E+01
1905,3.84,-0.248689887,-0.968583161,272.7,813,3.07E+00
1906,3.86,-0.496973961,-0.867765453,273,813,1.84E+00
1907,3.67,-0.501510737,-0.865151421,273.6,813,2.45E+00
1908,3.37,-0.554844427,-0.831954122,274.3,814,4.89E+00
1909,2.83,-0.608761429,-0.79335334,274.9,813,1.28E+01
1910,2.29,-0.648119901,-0.761538308,275.2,813,1.12E+01
1911,1.86,-0.748955721,-0.662620048,275.4,813,2.68E+00
1912,1.81,-0.996917334,0.078459096,275.6,813,1.71E+00
1913,0.71,-0.660001668,0.751264134,275.1,812,1.68E+00
1914,0.85,0.02094242,0.999780683,271.1,813,3.34E+00
1915,1.91,-0.231747903,-0.972775878,269,813,7.73E+00
1916,3.96,-0.262189179,-0.965016494,269.7,813,9.85E+00
1917,4.26,-0.395545503,-0.918446381,270.4,813,6.89E+00
1918,4.32,-0.522498565,-0.852640164,271.4,813,-1.37E-01
