ID,Ws,WD_cos,WD_sin,temp,SurfPressure,ln(conc)
3717,3.49,-0.461748613,-0.887010833,290,813,7.33E+00
3718,3.84,-0.493941867,-0.86949493,289.6,813,8.06E+00
3719,3.8,-0.501510737,-0.865151421,289.3,812,6.02E+00
3720,4.19,-0.438371147,-0.898794046,289.3,812,2.38E+00
3721,4.55,-0.489382452,-0.872069272,289.3,812,-1.73E+00
3722,4.7,-0.350207381,-0.936672189,289.5,813,-1.60E+00
3723,4.74,-0.455544907,-0.890212805,289.2,813,-3.50E-01
3724,4.69,-0.458649554,-0.888617233,288.8,813,2.16E+00
3725,4.28,-0.435231099,-0.900318771,290.2,813,9.66E+00
3726,3.04,-0.537299608,-0.843391446,293.9,813,1.33E+01
3727,3.44,-0.799684658,-0.600420225,296.8,813,1.37E+01
3728,3.78,-0.761538308,-0.648119901,298.7,814,1.28E+01
3729,4.15,-0.790155012,-0.612907054,299.3,813,1.39E+01
3730,4.48,-0.873772223,-0.48633538,300.1,813,4.43E+00
3731,4.23,-0.880477354,-0.474088209,301,813,1.02E+00
3732,4.63,-0.865151421,-0.501510737,301.4,813,3.19E+00
3733,4.49,-0.758134336,-0.652098404,300.2,813,8.53E+00
3734,4.63,-0.839619865,-0.54317445,300.8,812,4.58E+00
3735,5.59,-0.728968627,-0.684547106,301.3,812,1.10E+01
3736,6.4,-0.987136265,-0.159881188,298.4,812,7.91E+00
3737,0.28,0.99992537,-0.012217001,295.6,812,8.65E+00
3738,2.67,-0.594822787,0.803856861,295,811,9.88E+00
3739,1.33,-0.809016994,0.587785252,293.4,811,9.91E+00
3740,1.75,-0.934825676,-0.355106962,290.7,811,1.04E+01
3741,3.85,-0.62114778,-0.783693457,290.2,811,1.10E+01
3742,4.07,-0.260504509,-0.965472631,290.1,812,9.95E+00
3743,4.1,0.64412363,-0.764921401,290,812,-6.80E+00
3744,2.95,-0.068015291,-0.997684279,286.3,813,-8.78E+00
3745,3.98,0.867765453,-0.496973961,286.6,813,-6.71E+00
3746,4.61,0.932953535,-0.359996808,286.5,814,-6.78E+00
3747,1.62,-0.368124553,-0.929776486,284.8,814,-3.97E+00
3748,2.83,0.940288127,-0.34037955,284,814,-3.18E+00
3749,3.07,0.825113498,0.564967003,285.8,815,9.75E+00
3750,3.01,0.458649554,0.888617233,286,816,1.23E+01
3751,3.28,0.480223497,0.877146164,287.7,816,1.39E+01
3752,4.82,0.467929814,0.88376563,289.3,817,1.34E+01
3753,4.97,0.424199423,0.905568799,290.3,817,1.02E+01
3754,5.42,0.401947777,0.915662593,291.1,817,1.32E+01
3755,5.13,0.285688367,0.958322574,291.5,817,6.23E+00
3756,4.3,0.209618563,0.977783237,292,817,3.42E+00
3757,3.95,0.213030386,0.977045574,292.2,817,2.20E+00
3758,4.56,-0.0662739,0.997801468,292.1,817,1.12E+00
3759,5.07,0.054078813,0.99853667,292.7,816,-4.85E+00
3760,5.56,-0.033155178,0.999450216,293.1,816,-7.84E+00
3761,4.16,-0.292371705,0.956304756,293,815,-7.95E+00
3762,3.55,-0.381070376,0.924546034,292.9,815,-6.52E+00
3763,3.12,-0.095845753,0.995396198,291.5,815,-3.89E+00
3764,2.42,0.074978727,0.997185134,288.6,816,-3.36E+00
3765,2.15,-0.976672278,-0.214735327,287.9,815,-1.78E+00
3766,2.69,-0.537299608,0.843391446,287.6,814,-1.26E+00
3767,2.36,0.369746757,0.929132572,286,814,-1.56E+00
3768,3.02,0.947210278,0.320612991,286.5,814,-1.94E+00
3769,3.03,0.554844427,0.831954122,286.7,815,-1.11E+00
3770,2.44,-0.19765734,0.980271175,285.6,815,-8.63E-01
3771,1.58,-0.522498565,-0.852640164,284.8,814,-5.53E-01
3772,3.53,0.537299608,0.843391446,285.6,813,-8.46E-01
3773,3.87,-0.589196357,-0.807989884,287.8,813,-2.00E+00
3774,5.89,-0.799684658,-0.600420225,291.5,813,-3.59E+00
3775,5.16,-0.832921241,-0.553391549,293.7,812,2.12E+00
3776,0.76,-0.991444861,-0.130526192,293.8,814,-6.88E+00
3777,2.95,-0.894154237,-0.447759088,295.4,813,-7.17E+00
3778,2.48,-0.570713568,-0.821149209,298.9,813,-9.02E+00
3779,4.45,-0.120136839,-0.992757342,298.3,814,-1.05E+01
3780,4.21,0.045362988,-0.99897057,298.6,814,-1.18E+01
3781,4.3,0.026176948,-0.999657325,298.9,814,-1.29E+01
3782,4.29,0.027921639,-0.999610115,299.2,814,-1.38E+01
3783,3.63,0.1719291,-0.985109326,299.6,814,4.98E+00
3784,2.99,0.290702194,-0.956813584,299.7,813,1.08E+01
3785,2.96,-0.912834177,0.40833046,294.9,814,9.64E+00
3786,3.83,-0.953190668,0.302369891,294.7,815,6.37E+00
3787,2.71,0.610145164,0.792289643,293,815,4.50E+00
3788,3.54,0.86949493,-0.493941867,290.4,817,5.67E+00
3789,6.35,-0.799684658,-0.600420225,286.3,817,6.24E+00
3790,2.78,-0.506033764,0.862513669,286.3,815,7.15E+00
3791,3.25,-0.460199785,-0.887815385,287.1,814,4.12E+00
3792,3.24,-0.282341457,-0.959313975,286.8,815,2.49E+00
3793,3.78,-0.455544907,-0.890212805,287.4,815,-4.39E-01
3794,4.33,-0.444635179,-0.89571176,287.5,815,-8.84E-01
3795,5.08,-0.572145873,-0.820151876,288.7,815,-4.37E+00
3796,5.57,-0.653420604,-0.756995056,287.9,815,-4.89E+00
3797,4.7,-0.504527624,-0.863395551,288.5,815,-3.13E+00
3798,4.9,-0.48480962,-0.874619707,290.3,815,-1.96E-01
3799,4.07,-0.161603821,-0.986855716,292.4,815,1.35E+00
3800,2.9,-0.111468932,-0.993767919,295.8,816,2.48E+00
3801,3.88,0.202787295,0.979222811,294.9,816,7.80E+00
3802,2.25,0.130526192,0.991444861,295.6,817,1.43E+01
3803,0.28,0.987136265,-0.159881188,296.4,817,1.29E+01
3804,1.89,-0.071497444,-0.997440783,298.4,817,1.23E+01
3805,2.26,-0.852640164,-0.522498565,300.5,816,9.07E+00
3806,3.73,-0.789084085,0.6142852,298.8,816,3.17E+00
3807,7.38,-0.956304756,0.292371705,291.1,817,2.60E+00
3808,5.18,0.250380004,0.96814764,289.9,818,3.23E+00
3809,3.42,0.121869343,-0.992546152,287.5,819,3.09E+00
3810,4.27,-0.767165152,-0.641449632,287.1,817,1.77E+00
3811,3.48,-0.506033764,-0.862513669,287.9,816,1.84E+00
3812,3.31,-0.13225639,-0.99121554,288.8,816,1.88E+00
3813,4.49,-0.024432178,-0.99970149,289.6,816,1.57E+00
3814,4.25,-0.0662739,-0.997801468,288.7,816,1.59E+00
3815,4.15,0.031410759,-0.99950656,288.5,816,3.64E+00
3816,4.15,0.159881188,-0.987136265,289.4,816,2.06E+00
3817,2.48,0.67815967,-0.734914595,287.9,816,1.64E+00
3818,2.35,0.940880769,-0.33873792,286,816,1.32E+00
3819,2.33,0.586372357,-0.81004164,285.6,817,2.58E+00
3820,2.32,0.417867074,-0.908508178,285.4,816,1.14E+01
3821,2.56,-0.33545157,-0.942057453,287,816,1.32E+01
3822,1.99,-0.584957675,-0.811063819,290.5,816,1.35E+01
3823,1.01,-0.943222658,-0.332161132,293.5,816,1.22E+01
3824,1.81,-0.822144041,0.569279523,295.9,816,8.69E+00
3825,2.9,-0.927183855,0.374606593,297.7,816,6.92E+00
3826,3.11,-0.957319498,0.289031797,298.8,815,4.73E+00
3827,2.97,-0.948323655,0.317304656,299.7,815,1.72E+00
3828,3.47,-0.985996037,0.166768747,300.5,815,3.20E+00
3829,4.38,-0.978147601,0.207911691,301,814,9.89E+00
3830,4.61,-0.989015863,-0.147809411,301.3,813,6.64E+00
3831,4.77,-0.999780683,-0.02094242,300.8,813,2.83E+00
3832,5.28,-0.951056516,0.309016994,300.1,812,3.59E+00
3833,10.84,-0.999262916,0.038387809,289.3,813,3.54E+00
3834,1.85,0.988756381,0.149535343,291.7,812,1.28E+00
3835,2.45,-0.94437637,0.328866647,291.5,812,1.26E+00
3836,1.91,-0.957319498,0.289031797,290.1,811,2.72E+00
3837,1.8,0.781520472,-0.623879597,289.6,811,2.86E+00
3838,2.23,0.650774217,-0.759271307,289.5,811,2.47E+00
3839,1.86,0.849892693,-0.526955795,289.1,811,9.30E+00
3840,2.16,-0.36325123,-0.931691228,288.5,810,1.73E+00
3841,5.99,-0.994702817,-0.102792537,291,809,-3.06E+00
3842,5.66,-0.979924705,-0.199367934,290.6,809,-3.84E+00
3843,4.7,-0.946085359,-0.323917418,290,809,-5.20E+00
3844,6.17,-0.858959897,-0.512042865,290.1,808,-7.69E+00
3845,5.55,-0.708339838,-0.705871571,290.9,808,-1.05E+01
3846,4.83,-0.74779809,-0.663926213,294.1,807,-1.75E+01
3847,6.64,-0.654740814,-0.755853469,296.7,808,-1.85E+01
3848,5.34,-0.480223497,-0.877146164,298.1,808,1.68E+00
3849,5.08,-0.49848774,-0.866896749,299.6,808,7.73E+00
3850,4.99,-0.495458668,-0.868631514,299.9,808,9.71E+00
3851,5.01,-0.421035813,-0.907044014,300.3,808,1.38E+01
3852,4.77,-0.487859659,-0.872922077,300.5,808,9.69E+00
3853,5.02,-0.622514637,-0.782608157,301.2,808,6.85E+00
3854,6.01,-0.405141587,-0.914253955,301,807,8.62E-02
3855,6.14,-0.345298199,-0.938493023,300.5,807,-9.06E-01
3856,6.12,0.040131793,-0.999194395,299.5,807,4.36E+00
3857,5.78,0.90408255,-0.427357863,296.5,805,1.01E+01
3858,6.2,0.975149354,-0.221548498,293.9,806,1.10E+01
3859,4.99,0.886203579,-0.463296035,290.4,806,1.11E+01
3860,1.75,0.982612797,0.185666615,287.6,808,1.08E+01
3861,7.16,0.973178873,-0.230049737,287,808,1.07E+01
3862,7.81,0.956304756,-0.292371705,284.2,809,1.05E+01
3863,5.96,0.990023658,-0.140901232,284.2,810,5.56E+00
3864,4,0.996778878,0.080198924,283.7,811,-6.34E+00
3865,3.16,0.902585284,-0.430511097,282.5,811,1.22E+01
3866,4.71,0.791223533,-0.61152704,281.6,811,-1.99E+01
3867,6.13,0.557745109,-0.830012285,281.1,811,-5.43E+00
3868,6.19,0.615661475,-0.788010754,281.1,811,-4.18E+00
3869,5.64,0.732542899,-0.680720869,281.2,812,-5.01E+00
3870,5.11,0.764921401,-0.64412363,282.3,812,-6.14E+00
3871,4.11,0.921185406,-0.38912395,283.1,813,-1.06E+01
3872,2.59,0.982612797,-0.185666615,283.8,814,-1.74E+01
3873,1.82,0.387515586,-0.921863152,285.4,814,-9.43E+00
3874,3.13,-0.142628934,-0.989776231,286.5,814,-2.69E+01
3875,3.25,-0.258819045,-0.965925826,287.5,813,-5.93E+00
3876,3.66,-0.436801788,-0.899557779,288.6,813,-2.87E+01
3877,4.01,-0.39394191,-0.919135339,289.2,813,-3.01E+01
3878,4.2,-0.490903754,-0.871213811,290.6,813,-4.88E+00
3879,5.83,-0.315649037,-0.948876012,291.5,812,-3.98E+00
3880,4.6,-0.5,-0.866025404,291.7,813,-1.13E+00
3881,5.86,-0.441505853,-0.89725837,293.7,812,2.18E+00
3882,4.51,-0.290702194,-0.956813584,293.5,811,4.03E+00
3883,1.05,0.99074784,-0.135715572,291.2,811,5.11E+00
3884,0.98,0.327217899,0.944948912,288,812,6.44E+00
3885,3.92,-0.990509463,0.137444546,286.7,813,7.48E+00
3886,1.13,-0.432085749,-0.901832526,285,814,9.52E+00
3887,7.34,0.931055816,-0.364876784,280,815,1.03E+01
3888,4.77,0.992114701,-0.125333234,278.3,816,8.46E+00
3889,0.28,-0.135715572,-0.99074784,277.6,817,-6.62E+00
3890,0.39,-0.118403968,-0.992965508,277.4,817,1.21E+01
3891,2.56,-0.955278362,-0.29570805,277.5,817,1.11E+01
3892,2.68,-0.38912395,-0.921185406,277.4,818,1.32E+01
3893,5.25,0.662620048,-0.748955721,279.6,818,-6.79E+00
3894,3.52,0.461748613,-0.887010833,280.6,818,9.90E-01
3895,2.14,0.688354576,-0.725374371,281.6,818,-1.04E+00
3896,2.52,0.564967003,-0.825113498,282.8,819,-1.81E+00
3897,2.5,0.231747903,-0.972775878,283.9,819,1.84E+00
3898,3.08,-0.087155743,-0.996194698,285.3,819,-2.11E+00
3899,4.16,-0.055821505,-0.998440764,286.4,818,-3.11E+00
3900,5.12,0.041875654,-0.99912283,287.7,818,-3.07E+00
3901,5.87,-1.83772E-16,-1,288.6,818,-3.33E+00
3902,5.73,0.069756474,-0.99756405,289.6,818,-6.50E+00
3903,5.41,0.194234351,-0.980955155,290.2,818,-7.37E+00
3904,4.72,0.262189179,-0.965016494,290.6,818,-6.39E+00
3905,2.78,0.475624209,-0.879648573,291.1,816,-6.31E+00
3906,4.78,0.654740814,0.755853469,289.6,817,-2.14E+00
3907,2.74,0.047106451,0.998889875,286.6,818,7.56E-01
3908,1.59,-0.194234351,0.980955155,283.9,818,6.09E+00
3909,0.49,0.553391549,0.832921241,283.5,818,7.63E+00
3910,0.48,-0.189095443,-0.981958713,282.9,818,5.47E+00
3911,1.88,-0.967267753,-0.253757945,281.6,819,8.72E+00
3912,1.75,-0.944948912,-0.327217899,281.4,819,6.34E+00
3913,1.55,-0.170209499,-0.985407898,281.4,819,4.96E+00
3914,1.37,-0.327217899,-0.944948912,281.4,818,4.61E+00
3915,1.71,-0.071497444,-0.997440783,281.7,818,4.33E+00
3916,1.62,0.584957675,-0.811063819,281.4,818,2.39E+00
3917,2.09,-0.231747903,-0.972775878,283.2,818,-1.60E+00
3918,2.6,-0.941470545,0.337095258,286.6,817,-1.96E+00
3919,3.4,-0.999657325,0.026176948,287.9,816,-8.96E-01
3920,4.84,-0.97236992,-0.233445364,290,816,1.98E-02
3921,3.7,-0.989776231,-0.142628934,291.8,815,7.13E-01
3922,4.25,-0.882947593,-0.469471563,293,815,2.56E+00
3923,4.11,-0.671720589,-0.740804596,294.4,814,-1.34E+00
3924,4.4,-0.551936985,-0.833885822,295.9,815,-1.87E+00
3925,4.58,-0.471011881,-0.882126866,296.9,815,-8.61E+00
3926,3.71,-0.425779292,-0.904827052,297.5,814,-1.41E+01
3927,2.85,-0.33873792,-0.940880769,298.1,814,-6.91E+00
3928,3.3,0.214735327,-0.976672278,299.6,814,1.93E+00
3929,4.62,0.1719291,-0.985109326,299.7,811,8.41E+00
3930,2.58,0.64678978,-0.76266833,298.6,812,1.08E+01
3931,2.06,0.800731371,0.599023599,294.7,813,1.09E+01
3932,1.1,-0.185666615,0.982612797,289.4,813,1.02E+01
3933,1.49,-0.99756405,-0.069756474,288.4,812,9.93E+00
3934,2.13,-0.516533329,-0.856267085,287.6,812,6.77E+00
3935,2.84,-0.346935652,-0.937888935,287.9,812,5.21E+00
3936,3.49,0.161603821,-0.986855716,288.2,811,2.53E+00
3937,4.39,-0.587785252,-0.809016994,289.9,811,-5.10E+00
3938,4.44,-0.617035875,-0.786935022,289.6,811,3.79E+00
3939,4.66,-0.707106781,-0.707106781,290.6,811,3.25E+00
3940,4.67,-0.632029303,-0.774944489,290.5,810,3.19E+00
3941,4.47,-0.705871571,-0.708339838,292,810,4.36E+00
3942,3.81,-0.63742399,-0.770513243,295.8,810,9.81E+00
3943,4.61,-0.663926213,-0.74779809,298.7,810,2.54E+00
3944,4.63,-0.705871571,-0.708339838,300.2,810,9.34E+00
3945,5.52,-0.610145164,-0.792289643,301.8,810,1.23E+01
3946,6.46,-0.679441304,-0.733729865,302.8,810,1.42E+01
3947,6.44,-0.526955795,-0.849892693,303.2,810,1.45E+01
3948,7.21,-0.872069272,-0.489382452,303.7,809,1.41E+01
3949,1.95,-0.967267753,0.253757945,300.3,809,1.12E+01
3950,5.8,-0.213030386,-0.977045574,300.6,808,1.11E+01
3951,6.03,-0.509041416,-0.860742027,304,807,1.23E+01
3952,3.03,0.144356201,-0.989525789,299.2,809,1.12E+01
3953,8.3,-0.989525789,-0.144356201,300.2,807,6.45E+00
3954,6.34,-0.751264134,-0.660001668,298.4,806,9.08E+00
3955,9.41,0.405141587,-0.914253955,294.4,809,9.73E+00
3956,3.6,-0.390731128,-0.920504853,292.1,808,1.13E+01
3957,4.55,0.887815385,-0.460199785,293.6,809,9.76E+00
3958,5.39,0.963162567,-0.268919821,289.5,809,1.21E+01
3959,2.55,0.99950656,-0.031410759,286.3,810,1.17E+01
3960,3.23,0.814115518,-0.580702956,285.7,810,4.26E+00
3961,1.96,0.120136839,0.992757342,284.6,811,1.17E+01
3962,2.68,-0.951594404,0.307356618,284.2,811,4.81E+00
3963,2.11,-0.05059294,-0.998719357,283.1,811,1.05E+01
3964,2.41,0.299040792,-0.954240329,283,811,1.31E+01
3965,2.54,0.914959668,-0.403545296,285.3,811,-3.40E-01
3966,1.95,0.955278362,0.29570805,287.9,811,2.62E+00
3967,1.8,0.713250449,0.700909264,289.3,812,3.12E+00
3968,1.48,0.268919821,0.963162567,290.7,812,1.45E+01
3969,3.23,-0.13225639,0.99121554,292,812,6.95E+00
3970,3.34,-0.0975829,0.9952274,292.7,812,1.22E+01
3971,4.24,-0.366501227,0.930417568,294.1,811,1.30E+01
3972,4.17,-0.43993917,0.898027576,294.6,811,1.34E+01
3973,3.98,-0.299040792,0.954240329,295.1,811,1.12E+01
3974,5.25,-0.250380004,0.96814764,295.2,810,7.66E+00
3975,5.57,-0.211324796,0.977415894,295,810,5.74E+00
3976,6.5,-0.284015345,0.958819735,295.1,810,-8.53E-01
3977,3.45,-0.848048096,0.529919264,294.6,809,-1.85E+00
3978,1.9,-0.008726535,0.999961923,294.3,809,-1.55E+00
3979,5.97,0.9952274,-0.0975829,285.4,811,-1.96E+00
3980,1,0.116670737,0.99317065,284.4,811,-1.94E+00
3981,1.05,-0.37945616,0.925209718,284.1,811,-2.34E+00
3982,0.93,-0.76266833,-0.64678978,283.7,811,-2.33E+00
3983,0.28,-0.425779292,-0.904827052,283.8,810,-2.78E+00
3984,2.09,-0.221548498,0.975149354,283.4,810,-2.46E+00
3985,1.67,-0.845261833,0.534352349,282.6,810,-2.22E+00
3986,2.04,-0.309016994,0.951056516,284.1,809,-2.23E+00
3987,0.87,0.62114778,0.783693457,284.3,809,-2.25E+00
3988,0.5,0.819152044,-0.573576436,285,809,-4.85E+00
3989,1.14,0.267238376,0.963630453,285.8,809,-3.21E+00
3990,1.81,-0.843391446,0.537299608,286.9,808,-4.64E+00
3991,3.06,-0.864274802,0.503019947,288.6,809,-5.42E+00
3992,3.04,-0.272280247,0.962217994,289.3,810,9.90E-01
3993,1.26,-0.959313975,0.282341457,292,810,1.44E+00
3994,2.2,-0.97957525,0.201077921,293.3,809,-8.69E+00
3995,0.82,-0.803856861,-0.594822787,295.1,809,-9.34E+00
3996,5.4,-0.313992456,-0.949425478,296.2,810,-1.01E+01
3997,6.18,-0.446197813,-0.894934362,292.7,811,-1.13E+01
3998,5.22,-0.427357863,-0.90408255,288.9,810,-1.23E+01
3999,7.28,-0.46638664,-0.884580975,289.5,810,-3.38E+00
4000,7.29,-0.544639035,-0.838670568,290.6,809,-5.53E+00
4001,3.37,0.192521967,0.981292664,292.2,809,-5.88E+00
4002,3.14,-0.752414909,0.65868946,291,810,-2.95E+00
4003,1.9,0.116670737,0.99317065,290.2,810,-2.33E+00
4004,0.42,0.707106781,0.707106781,288.6,810,-2.12E+00
4005,2.37,0.551936985,-0.833885822,289.3,809,7.32E-01
4006,2.47,0.024432178,0.99970149,288.7,810,1.95E+00
4007,3.51,0.880477354,0.474088209,288.4,810,4.37E+00
4008,3.92,0.889416373,0.457097927,287.6,810,1.46E+00
4009,4.17,0.846193166,0.532876276,286.6,810,-4.54E-01
4010,3.02,0.947210278,0.320612991,286.1,810,1.74E-01
4011,1.98,0.858064906,0.513541252,286,810,1.07E+00
4012,3.28,0.975534544,-0.219846204,285.2,811,6.71E+00
4013,2.8,0.99317065,0.116670737,285.4,811,-7.30E-01
4014,3.64,0.997052752,-0.076719028,285.5,811,-2.41E+00
4015,4.75,0.999780683,0.02094242,285.4,812,3.04E+00
4016,3.86,0.940880769,0.33873792,285.1,813,4.95E+00
4017,3.44,0.767165152,0.641449632,286.2,813,9.28E+00
4018,4.87,0.471011881,0.882126866,287,813,7.78E+00
4019,4.89,0.507538363,0.86162916,287.3,814,3.00E+00
4020,5.19,0.346935652,0.937888935,287.5,814,-3.52E+00
4021,4.69,0.320612991,0.947210278,287.2,815,-4.05E+00
4022,4.26,0.43993917,0.898027576,287.6,814,-3.98E+00
4023,4.93,0.467929814,0.88376563,288,814,-4.16E+00
4024,4.97,0.436801788,0.899557779,287.5,815,-5.61E+00
4025,2.75,0.564967003,0.825113498,283.9,815,-5.59E+00
4026,3.28,0.489382452,0.872069272,283.6,816,-6.74E+00
4027,4.14,0.194234351,0.980955155,283.3,817,-1.01E+01
4028,3.26,0.170209499,0.985407898,283,816,-9.83E+00
4029,2.66,0.054078813,0.99853667,282.8,816,-8.55E+00
4030,2,0.36162457,0.932323801,282.2,816,-8.90E+00
4031,1.02,0.250380004,0.96814764,282.1,816,-8.35E+00
4032,2.47,0.104528463,0.994521895,282.5,816,-9.59E+00
4033,2.83,0.005235964,0.999986292,282.8,816,-1.17E+01
4034,3.06,0.022687334,0.999742609,283,816,-9.07E+00
4035,3.07,0.185666615,0.982612797,282.8,816,-1.25E+01
4036,2.72,0.443071191,0.89648643,282.8,816,-1.20E+01
4037,3.19,0.312334919,0.949972052,282.7,815,-1.07E+01
4038,3.51,0.073238197,0.997314477,282.8,816,-1.61E+01
4039,4.09,0.147809411,0.989015863,283.3,816,-1.96E+01
4040,4.06,0.38912395,0.921185406,283.4,816,-1.11E+01
4041,2.43,-0.012217001,0.99992537,283.1,817,-6.85E+00
4042,3.95,0.474088209,0.880477354,283.9,816,-8.66E+00
4043,3.08,0.214735327,0.976672278,284.6,816,-5.58E+00
4044,2.87,0.170209499,0.985407898,285.4,816,-5.78E+00
4045,3.39,0.190808995,0.981627183,285.4,816,-7.23E+00
4046,3.57,0.223250116,0.974761194,285.1,816,-6.87E+00
4047,3.13,0.125333234,0.992114701,285.3,816,-7.90E+00
4048,3.29,0.180519145,0.983571471,285.5,816,-8.76E+00
4049,2.86,0.010471784,0.999945169,283.3,816,-8.93E+00
4050,3.06,0.142628934,0.989776231,283.5,816,-9.50E+00
4051,2.5,-0.040131793,0.999194395,283.6,817,-9.56E+00
4052,2.39,-0.102792537,0.994702817,283.6,817,-1.04E+01
4053,2.7,0.068015291,0.997684279,283.7,816,-1.00E+01
4054,2.3,-0.137444546,0.990509463,283.6,816,-8.25E+00
4055,2.56,-0.236838146,0.97154912,283.6,816,-7.99E+00
4056,2.03,-0.589196357,0.807989884,283.4,817,-9.44E+00
4057,0.75,-0.857167301,0.515038075,283.1,816,-7.61E+00
4058,2.37,-0.292371705,-0.956304756,281.9,815,-6.96E+00
4059,3,-0.069756474,0.99756405,281.7,816,-7.08E+00
4060,0.63,0.99074784,0.135715572,282.1,816,-6.79E+00
4061,1.37,-0.101056297,0.994880709,282.6,816,-7.13E+00
4062,0.9,0.782608157,0.622514637,283.2,816,-6.84E+00
4063,0.9,-0.887815385,0.460199785,283.8,816,-3.14E+00
4064,3.6,-0.299040792,-0.954240329,285.4,817,-4.58E+00
4065,0.89,0.209618563,0.977783237,286.3,816,-1.29E+00
4066,3.67,0.343659695,0.939094252,287.1,816,-8.41E+00
4067,3.54,0.945518576,0.325568154,285.6,816,-9.39E+00
4068,3.47,-0.759271307,0.650774217,285.2,816,-9.28E+00
4069,4.95,0.915662593,0.401947777,285.2,815,-8.30E+00
4070,2.62,0.970295726,0.241921896,284.8,816,-7.59E+00
4071,8.33,-0.02094242,-0.999780683,283.5,816,-7.20E+00
4072,3.22,0.984807753,-0.173648178,286.2,816,-5.17E+00
4073,0.53,0.968583161,0.248689887,286.5,816,-6.97E-01
4074,2.63,0.38912395,0.921185406,286.8,815,-5.89E+00
4075,1.87,-0.278991106,0.960293686,285.5,816,-6.14E+00
4076,1.72,0.755853469,0.654740814,283.9,816,-4.80E+00
4077,1.57,0.953190668,-0.302369891,283.3,816,-2.37E+00
4078,1.16,0.965016494,-0.262189179,282.8,815,4.07E+00
4079,1.18,0.918446381,-0.395545503,284.4,816,2.11E+00
4080,0.56,0.94664926,-0.322265695,284.7,816,2.58E+00
4081,1.16,0.563526049,0.826098294,284.9,816,4.88E-02
4082,1.42,0.26387305,0.964557418,284.5,816,9.23E+00
4083,2.13,-0.216439614,-0.976296007,284,815,7.01E+00
4084,1.2,0.992114701,0.125333234,283.4,816,3.06E+00
4085,1.6,0.999262916,-0.038387809,283.7,816,3.23E+00
4086,2.96,0.85445883,0.519519112,283.4,816,2.56E+00
4087,0.78,0.374606593,0.927183855,282.9,816,4.74E+00
4088,2.92,0.970716482,0.240228042,284.1,817,3.02E+00
4089,3.73,0.962691746,0.270600446,285.2,816,3.01E+00
4090,4.73,0.544639035,0.838670568,285.3,817,3.28E+00
4091,3.96,0.562083378,0.827080574,285,817,3.17E+00
4092,2.51,0.258819045,0.965925826,285.3,818,3.71E+00
4093,4.24,0.471011881,0.882126866,286.7,818,3.58E+00
4094,3.55,0.4539905,0.891006524,286,817,3.82E+00
4095,2.38,0.679441304,0.733729865,286.9,818,3.12E+00
4096,2.2,0.509041416,0.860742027,287,818,2.26E+00
4097,1.51,0.518027009,0.85536426,286.5,818,1.77E+00
4098,0.99,-0.146083029,0.989272333,286.5,818,4.12E-01
4099,2.83,0.447759088,0.894154237,285.4,818,-2.47E+00
4100,0.76,-0.577857624,0.81613759,283.9,818,-3.95E+00
4101,0.99,0.348572047,-0.937281989,282.6,818,-5.38E+00
4102,2.24,0.807989884,-0.589196357,282,818,-7.60E+00
4103,1.6,0.688354576,-0.725374371,281.8,818,-9.24E+00
4104,1.99,0.059306374,-0.998239828,281.5,818,-9.35E+00
4105,2.38,0.088894297,-0.996041065,281.4,818,-7.63E+00
4106,3.34,-0.175366726,-0.98450318,281.7,818,-7.00E+00
4107,3.09,0.059306374,-0.998239828,281.1,818,6.70E+00
4108,2.9,-0.083677843,-0.996492859,280.9,818,8.06E+00
4109,2.13,-0.457097927,-0.889416373,282.6,818,1.03E+01
4110,0.92,-0.88376563,0.467929814,285.1,817,9.74E+00
4111,2.34,-0.562083378,0.827080574,286.5,818,1.19E+01
4112,2.15,-0.824126189,0.566406237,287.4,818,1.40E+01
4113,1.88,-0.743144825,0.669130606,288.8,818,9.15E+00
4114,2.47,-0.522498565,0.852640164,290.1,817,6.29E+00
4115,2.84,-0.589196357,0.807989884,291.2,817,1.06E+01
4116,2.33,-0.831954122,0.554844427,291.9,817,1.14E+01
4117,2.92,-0.690882411,0.722967146,290.7,817,9.99E+00
4118,3.07,-0.85536426,0.518027009,291.4,816,7.95E+00
4119,2.32,-0.949425478,0.313992456,292.2,816,5.63E+00
4120,3.87,-0.822144041,0.569279523,291.8,816,4.15E+00
4121,4.42,-0.953190668,0.302369891,292.1,816,3.47E+00
4122,3.68,-0.924546034,0.381070376,291.4,815,3.56E+00
4123,2.45,-0.6142852,0.789084085,289.4,815,3.76E+00
4124,5.76,-0.645457688,-0.763796029,287.6,817,3.51E+00
4125,0.92,-0.881303452,0.472550765,285.8,813,3.35E+00
4126,2.62,0.406736643,-0.913545458,285.5,814,2.57E+00
4127,6.22,-0.559192903,-0.829037573,283.8,813,1.74E+00
4128,6.42,-0.570713568,-0.821149209,285.1,813,1.53E+00
4129,6.36,-0.506033764,-0.862513669,286.4,812,9.93E-01
4130,2.95,-0.322265695,-0.94664926,283.9,812,5.54E-01
4131,2.52,-0.557745109,-0.830012285,283.4,813,2.58E+00
4132,3.81,-0.309016994,-0.951056516,284.3,812,3.64E+00
4133,0.86,0.800731371,-0.599023599,285.5,812,1.17E+01
4134,1.21,-0.882126866,-0.471011881,288.6,812,1.32E+01
4135,2.63,-0.348572047,-0.937281989,290,811,8.82E+00
